"Year";"Month";"Alliz_Maso_Strimo_Osservatore";"Andalo";"Anterivo_Osservatore";"Anterselva_di_Mezzo_Osservatore";"Belvedere_sas_bece_";"Bondone_viote";"Braies_Ferrara_Osservatore";"Bronzolo_Osservatore";"Buffaure";"Campiglio_pradalago";"Canazei_ciampac";"Caoria";"Casere_di_Fuori_Osservatore";"Col_verde";"Corona_Cortaccia_Osservatore";"Costalovara_Osservatore";"Diga_di_Gioveretto_Osservatore";"Diga_di_Neves_Osservatore";"Diga_di_Quaira_Osservatore";"Diga_di_Valdaora_Osservatore";"Diga_di_Vizze_Osservatore";"Diga_di_Zoccolo_Osservatore";"Dossioli_pra_alpesina";"Favogna_di_sotto_Osservatore";"Fie_allo_Sciliar_Osservatore";"Fleres_Osservatore";"Folgaria_passo_sommo";"Folgarida_malghet_aut";"Fontana_Bianca";"Fortezza_Osservatore";"Fundres_Osservatore";"Groste_";"La_Villa_in_Badia_Osservatore";"Lago_di_calaita";"Lago_Verde_Osservatore";"Lazfons_Osservatore";"Longiaru_Osservatore";"Lusia";"Luson_Osservatore";"Maia_Alta_Osservatore";"Malga_baessa";"Malga_bissina";"Malga_val_cigolera";"Malga_zugna";"Marmolada";"Masi_lozen";"Mazia_Osservatore";"Melago_Osservatore";"Meltina_Osservatore";"Molini_di_Tures_Osservatore";"Monte_bondone_vason_palon";"Monte_Maria_Osservatore";"Nova_Levante_Osservatore";"Nova_Ponente_Maso_di_sopra_Osservatore";"Ora_Osservatore";"Ortisei_Osservatore";"Paganella";"Pampeago";"Pampeago_monsorno";"Pampeago_tresca";"Panarotta";"Paneveggio";"Passo_brocon_malga_marande";"Passo_durone";"Passo_fedaia";"Passo_rolle";"Passo_san_pellegrino";"Passo_san_valentino";"Passo_tonale_scuola_pat";"Passo_valles";"Pejo_tarlenta";"Pennes_Osservatore";"Pinzolo_grual";"Plata_Osservatore";"Pozza_di_fassa";"Prato_allo_Stelvio_Osservatore";"Predazzo_gardone";"Presena";"Rabbi";"Racines_di_Dentro_Osservatore";"Redagno_Osservatore";"Ridanna_Osservatore";"Rifiano_Beobachter";"Rifugio_trivena";"Roia_di_Fuori_Osservatore";"Rumo";"S_Cassiano_Osservatore";"S_Genesio_Atesino_Osservatore";"S_Leonardo_in_Passiria_Osservatore";"S_Maddalena_in_Casies_Osservatore";"S_Martino_in_Passiria_Osservatore";"S_Pancrazio_Osservatore";"S_Valentino_alla_Muta_Osservatore";"S_Valpurga_d_Ultimo_Osservatore";"S_Vito_di_Braies_Osservatore";"San_Candido_Osservatore";"San_martino_di_castrozza";"San_Martino_Osservatore";"Scena_Osservatore";"Sesto_Osservatore";"Silandro_Convento_Osservatore";"Slingia_Osservatore";"Terento_Osservatore";"Terme_di_Brennero_Osservatore";"Tremalzo";"Trento_citta_";"Val_noana_diga";"Vallarsa_pian_fugazze";"Valles_osservatore";"Valluzza_Osservatore";"Vanga_Osservatore";"Vermiglio";"Vigo_di_fassa_ciampedie";"Villa_welsperg";"Vipiteno_osservatore"
1990;9;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1990;10;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;1;0;1;0;0;0;NA;0;0;NA;NA;NA;1;0;0;NA;0;NA;3;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;1;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;0;NA;0;NA;0;NA;NA;NA;0;1;0;0;NA;1;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;1;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1990;11;10;NA;4;3;NA;NA;7;0;NA;NA;NA;NA;8;NA;4;NA;14;16;17;3;5;8;NA;3;2;NA;NA;NA;21;1;4;NA;16;NA;41;3;11;NA;2;0;NA;29;NA;NA;NA;NA;2;10;3;3;NA;5;NA;12;1;8;44;NA;NA;NA;NA;13;NA;NA;NA;23;NA;NA;43;27;NA;9;NA;5;NA;2;NA;NA;NA;8;11;10;1;NA;14;NA;14;NA;NA;7;2;2;5;NA;7;6;8;10;1;6;0;11;3;13;NA;NA;NA;NA;NA;8;2;NA;NA;NA;0
1990;12;37;35;26;26;180;42;40;5;108;NA;156;28;36;NA;23;NA;76;98;81;29;34;53;NA;31;8;NA;NA;NA;87;5;29;NA;59;NA;116;17;56;144;12;5;33;110;NA;NA;NA;14;15;44;15;20;NA;34;NA;47;40;37;107;89;87;139;98;65;74;NA;NA;123;130;46;91;133;92;60;60;29;42;8;59;NA;66;61;49;63;4;NA;35;NA;81;NA;NA;37;6;18;23;NA;50;36;77;48;5;46;6;69;17;66;71;NA;28;NA;NA;43;17;NA;NA;20;5
1991;1;34;58;26;26;157;43;57;1;93;NA;114;40;32;NA;14;NA;85;115;82;32;40;62;NA;29;6;NA;57;125;86;3;47;140;68;85;96;15;74;148;19;1;48;116;131;NA;NA;23;7;58;10;22;96;32;NA;46;NA;42;120;93;95;133;105;67;91;NA;NA;143;91;28;102;136;93;87;48;33;53;9;64;NA;71;63;45;74;1;NA;46;45;68;NA;NA;44;2;17;32;NA;61;48;91;54;1;56;2;56;22;60;65;NA;44;44;NA;45;8;NA;100;24;7
1991;2;38;78;31;27;160;62;66;1;96;NA;110;59;38;NA;11;NA;88;113;98;43;51;68;NA;22;4;NA;77;138;96;2;55;147;71;86;111;15;75;151;19;1;70;133;149;NA;NA;35;5;60;7;19;142;40;NA;47;0;39;142;102;103;145;127;79;110;NA;NA;180;87;44;121;147;108;92;63;31;65;9;75;NA;73;69;44;90;0;118;51;60;69;NA;NA;47;2;16;34;NA;52;55;113;90;1;62;2;47;17;76;83;NA;61;73;NA;0;11;NA;115;29;18
1991;3;14;19;6;3;107;16;13;0;61;NA;109;9;11;NA;1;NA;69;48;75;5;9;10;NA;4;0;NA;27;86;80;0;10;130;14;40;90;1;19;100;1;0;24;106;78;NA;NA;4;0;27;1;1;81;5;NA;11;0;1;128;56;63;110;113;21;66;NA;NA;136;79;5;93;130;90;21;18;0;36;0;2;NA;7;10;15;34;0;78;20;4;18;NA;NA;8;0;1;3;NA;11;11;49;10;0;12;0;12;1;8;46;NA;12;14;NA;0;0;NA;92;6;0
1991;4;1;NA;2;0;NA;21;4;0;NA;NA;126;NA;1;NA;0;NA;33;17;52;1;1;1;NA;1;0;NA;NA;NA;53;0;0;NA;4;NA;80;0;9;NA;1;0;NA;68;NA;NA;NA;NA;0;0;1;0;NA;0;NA;2;0;1;105;31;NA;NA;116;9;29;NA;NA;126;NA;NA;55;133;NA;20;NA;1;12;0;NA;NA;2;6;5;1;0;NA;1;NA;6;NA;NA;1;0;0;0;NA;4;1;5;3;0;3;0;0;1;9;NA;NA;4;NA;NA;0;0;NA;NA;NA;0
1991;5;1;NA;0;0;NA;NA;1;0;NA;NA;NA;NA;1;NA;0;NA;9;12;115;0;2;1;NA;0;0;NA;NA;NA;41;0;0;NA;1;NA;236;0;1;NA;0;0;NA;194;NA;NA;NA;NA;1;2;0;0;NA;0;NA;0;0;0;156;NA;NA;NA;NA;NA;NA;NA;NA;182;NA;NA;NA;151;NA;2;NA;0;NA;0;NA;NA;NA;0;1;2;0;NA;1;NA;2;NA;NA;1;0;0;0;NA;1;1;2;0;0;1;0;1;0;3;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1991;6;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;1;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27;NA;0;NA;0;NA;0;NA;NA;NA;0;3;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1991;7;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1991;8;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1991;9;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1991;10;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;0;NA;0;NA;0;NA;NA;NA;0;1;0;0;NA;0;NA;2;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1991;11;10;NA;1;3;NA;NA;7;0;NA;NA;NA;NA;10;NA;1;NA;22;28;19;4;16;5;NA;2;1;NA;NA;NA;23;0;6;NA;14;NA;53;3;15;NA;1;0;NA;27;NA;NA;NA;NA;1;10;2;2;NA;4;NA;7;0;2;41;NA;NA;NA;NA;16;NA;NA;NA;59;NA;NA;56;37;NA;11;NA;2;NA;1;NA;NA;NA;9;9;18;0;NA;15;NA;16;NA;NA;10;0;1;8;NA;13;8;16;5;0;24;0;16;3;16;NA;NA;NA;NA;NA;6;0;NA;NA;NA;8
1991;12;21;12;1;16;95;7;28;3;43;NA;74;NA;18;NA;9;NA;35;77;49;23;43;5;NA;9;4;NA;NA;NA;35;4;35;NA;39;NA;54;7;37;72;9;4;NA;47;NA;NA;NA;NA;16;41;6;14;NA;13;NA;13;36;11;49;48;40;66;42;28;22;NA;NA;86;62;0;51;64;50;30;NA;6;18;4;25;NA;11;29;18;45;2;NA;48;NA;37;NA;NA;34;6;7;28;NA;44;28;27;22;3;50;4;33;11;44;NA;NA;16;NA;NA;17;5;NA;NA;9;21
1992;1;33;19;1;24;85;9;47;1;48;NA;89;19;25;NA;6;NA;46;100;68;34;56;14;NA;9;3;NA;17;83;55;3;68;92;49;36;63;13;58;77;15;3;16;67;68;NA;NA;18;27;72;4;18;39;19;NA;12;NA;24;49;68;51;73;55;43;24;NA;NA;72;65;9;76;76;66;51;19;6;29;8;12;NA;17;42;19;63;1;NA;77;14;42;NA;NA;57;2;7;40;NA;49;39;31;34;0;52;0;45;19;60;NA;NA;26;11;NA;21;8;NA;67;11;24
1992;2;32;5;0;20;76;11;45;0;48;NA;93;0;27;NA;1;NA;47;87;55;28;58;4;NA;3;1;NA;15;79;51;1;60;83;44;34;61;8;53;68;5;0;2;73;69;NA;NA;12;8;92;2;12;49;19;NA;10;0;14;53;71;47;68;69;41;27;NA;NA;60;46;8;61;76;67;51;24;0;32;2;17;NA;14;33;19;71;0;51;94;7;41;NA;NA;55;0;1;50;NA;37;39;34;32;0;45;0;56;13;45;NA;NA;6;11;NA;23;2;NA;69;9;5
1992;3;20;2;0;7;67;5;24;0;37;NA;95;0;13;NA;0;NA;40;71;42;14;50;4;NA;3;0;NA;10;77;33;0;27;71;19;22;43;2;33;57;0;0;6;53;46;NA;NA;1;4;98;1;3;39;5;NA;6;0;1;31;38;36;60;66;12;20;NA;NA;41;45;1;44;75;42;41;25;4;21;0;19;202;2;29;8;60;0;47;111;8;15;NA;NA;23;0;0;30;NA;16;21;13;21;0;18;0;37;3;35;NA;NA;0;6;NA;8;0;NA;63;3;3
1992;4;16;NA;3;1;NA;24;12;0;NA;NA;134;4;18;NA;1;NA;58;84;169;2;28;9;NA;3;0;NA;NA;NA;52;0;6;NA;10;NA;108;1;30;NA;0;0;NA;86;NA;NA;NA;NA;3;99;4;1;NA;6;NA;8;0;1;103;55;NA;NA;110;22;58;NA;NA;141;NA;NA;77;134;75;85;NA;6;54;0;NA;NA;12;28;18;46;1;NA;109;NA;7;NA;NA;3;0;0;13;NA;11;7;37;18;0;6;0;29;4;39;NA;NA;5;NA;NA;7;0;NA;90;NA;0
1992;5;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;1;NA;0;NA;1;0;4;0;0;0;NA;0;0;NA;NA;NA;1;0;0;NA;0;NA;12;0;0;NA;0;0;NA;3;NA;NA;NA;NA;0;10;0;0;NA;0;NA;0;0;0;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;15;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1992;6;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1992;7;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1992;8;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1992;9;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1992;10;2;NA;0;1;NA;NA;1;0;NA;NA;NA;NA;1;NA;0;NA;3;2;2;0;1;0;NA;0;0;NA;NA;NA;2;0;0;NA;1;NA;8;0;1;NA;0;0;NA;1;NA;NA;NA;NA;0;8;0;0;NA;0;NA;1;0;0;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;1;NA;0;NA;0;NA;NA;NA;0;2;2;0;NA;6;NA;2;NA;NA;1;0;0;1;NA;0;0;0;0;0;1;0;2;0;1;NA;NA;NA;NA;NA;1;0;NA;NA;NA;0
1992;11;6;NA;1;2;NA;NA;3;0;NA;NA;NA;NA;5;NA;1;NA;8;8;5;4;7;1;NA;1;1;NA;NA;NA;6;0;2;NA;4;NA;17;2;6;NA;2;0;NA;11;NA;NA;NA;NA;0;14;1;1;NA;3;NA;3;0;2;8;NA;NA;NA;NA;5;NA;NA;NA;8;NA;NA;31;6;NA;4;NA;1;NA;0;NA;NA;NA;5;3;9;0;NA;16;NA;6;NA;NA;1;0;0;4;NA;5;3;1;3;0;4;0;9;2;5;NA;NA;NA;NA;NA;2;0;NA;NA;NA;3
1992;12;29;13;9;11;83;41;20;0;53;NA;71;4;22;NA;6;NA;59;57;73;9;42;14;NA;10;2;NA;NA;NA;57;2;17;NA;24;NA;85;7;26;69;3;0;18;69;NA;NA;NA;NA;21;45;6;10;NA;23;NA;21;0;15;83;46;46;70;NA;23;33;NA;NA;91;61;NA;72;78;80;27;36;6;10;3;19;NA;28;25;21;51;1;NA;49;NA;30;NA;NA;11;0;4;26;NA;25;18;27;20;0;33;0;47;9;29;NA;NA;19;NA;NA;16;4;NA;NA;8;8
1993;1;20;11;1;10;59;27;19;0;34;NA;57;0;16;NA;3;NA;50;53;45;7;38;12;NA;7;1;NA;19;61;45;1;15;73;26;26;55;5;24;53;1;0;15;68;50;NA;NA;11;2;44;2;7;35;13;NA;9;NA;16;64;37;36;56;54;19;28;NA;NA;63;54;17;56;74;61;27;24;1;10;1;16;NA;20;19;14;42;0;NA;45;9;31;NA;NA;8;0;2;13;NA;20;16;29;18;0;25;0;30;8;12;NA;NA;17;13;NA;15;1;NA;39;6;6
1993;2;17;0;0;6;46;6;13;0;28;NA;54;0;15;NA;0;NA;42;44;37;4;39;1;NA;1;0;NA;10;50;33;0;8;56;18;19;47;3;17;40;0;0;6;59;46;NA;NA;6;1;53;1;3;33;5;NA;0;0;2;34;34;28;45;52;14;31;NA;NA;24;48;12;47;68;51;18;4;0;8;1;15;NA;9;11;9;34;0;33;54;2;26;NA;NA;3;0;0;13;NA;11;12;23;12;0;14;0;27;4;10;NA;NA;6;9;NA;6;0;NA;37;3;6
1993;3;12;6;4;3;65;15;9;0;36;NA;85;5;8;NA;0;NA;52;46;44;1;32;3;NA;2;0;NA;25;66;37;0;1;86;11;25;56;1;14;54;0;0;11;73;46;NA;NA;7;0;53;0;1;54;3;NA;2;0;0;57;31;36;67;80;13;33;NA;NA;44;56;20;69;88;52;20;33;0;8;0;19;276;7;14;10;35;0;47;55;2;15;NA;NA;1;0;0;8;NA;7;7;18;10;0;9;0;13;1;20;NA;NA;7;20;NA;5;0;NA;46;2;1
1993;4;1;NA;1;0;NA;2;1;0;NA;NA;NA;0;1;NA;0;NA;22;12;28;0;1;0;NA;0;0;NA;NA;NA;14;0;0;NA;1;NA;42;0;3;NA;0;0;NA;37;NA;NA;NA;NA;0;30;0;0;NA;0;NA;2;0;0;77;12;NA;NA;84;4;9;NA;NA;48;NA;NA;39;71;NA;2;NA;0;2;0;NA;302;0;1;3;4;0;NA;41;NA;3;NA;NA;2;0;0;1;NA;1;0;3;1;0;0;0;1;0;1;NA;NA;0;NA;NA;1;0;NA;NA;NA;0
1993;5;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1993;6;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1993;7;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1993;8;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1993;9;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1993;10;2;NA;1;1;NA;NA;0;0;NA;NA;NA;NA;1;NA;0;NA;8;2;9;0;1;1;NA;0;0;NA;NA;NA;6;0;0;NA;2;NA;24;0;1;NA;0;0;NA;2;NA;NA;NA;NA;2;2;0;0;NA;0;NA;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;NA;1;NA;0;NA;0;NA;NA;NA;1;4;1;0;NA;3;NA;3;NA;NA;0;0;0;0;NA;0;0;0;1;0;1;0;1;0;1;NA;NA;NA;NA;NA;1;0;NA;NA;NA;0
1993;11;1;NA;0;0;NA;NA;1;0;NA;NA;NA;NA;1;NA;0;NA;5;5;3;0;0;0;NA;0;0;NA;NA;NA;2;0;0;NA;2;NA;8;0;2;NA;0;0;NA;2;NA;NA;NA;NA;0;2;0;0;NA;0;NA;1;0;1;13;NA;NA;NA;NA;1;NA;NA;NA;16;NA;NA;6;12;NA;1;NA;0;NA;0;NA;NA;NA;1;2;0;0;NA;6;NA;4;NA;NA;0;0;0;0;NA;1;1;0;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;4;0;NA;NA;NA;0
1993;12;11;11;4;7;30;9;14;2;15;NA;20;NA;8;NA;6;NA;13;28;12;9;17;2;NA;6;2;NA;NA;NA;8;3;16;NA;10;NA;16;5;14;22;7;2;NA;21;NA;NA;NA;NA;3;29;3;8;NA;6;NA;7;24;6;24;14;13;19;NA;11;15;NA;NA;19;21;NA;36;24;28;14;NA;7;11;2;9;NA;9;16;7;21;1;NA;34;NA;14;NA;NA;14;2;5;18;NA;16;13;15;10;2;7;1;16;6;18;NA;NA;17;NA;NA;5;4;NA;NA;5;5
1994;1;34;43;20;19;101;43;39;6;62;NA;70;31;23;NA;12;NA;65;98;67;21;38;19;NA;20;7;NA;19;96;54;10;43;107;29;53;76;12;49;99;18;4;27;122;88;NA;NA;31;10;64;7;33;68;21;NA;29;NA;26;93;61;65;93;75;55;72;NA;NA;105;75;37;94;81;85;53;50;13;33;14;17;NA;36;42;33;41;2;NA;66;25;36;NA;NA;33;8;27;53;NA;39;31;67;52;3;22;3;60;16;28;NA;NA;44;45;NA;24;11;NA;66;17;14
1994;2;34;34;15;18;119;52;47;0;81;NA;84;24;28;NA;5;NA;72;109;72;20;37;23;NA;14;2;NA;44;105;58;1;44;117;39;66;84;7;55;114;8;0;36;118;110;NA;NA;43;2;78;4;18;95;21;NA;42;0;25;111;82;80;114;97;73;92;NA;NA;130;92;59;95;106;91;58;61;1;45;3;27;271;41;37;39;47;0;81;84;23;52;NA;NA;34;0;6;48;NA;33;45;86;37;0;29;0;60;12;30;NA;NA;55;72;NA;35;2;NA;73;21;3
1994;3;18;4;1;3;65;14;12;0;38;NA;78;1;11;NA;0;NA;54;77;51;5;18;3;NA;3;0;NA;10;67;35;0;10;84;9;28;58;1;18;57;1;0;8;79;48;NA;NA;7;1;58;0;1;49;7;NA;9;0;0;71;34;39;67;90;19;39;NA;NA;74;58;17;63;78;65;20;33;0;13;0;3;NA;7;11;11;28;0;57;70;4;17;NA;NA;10;0;0;26;NA;9;11;41;9;0;7;0;38;2;7;NA;NA;16;22;NA;9;0;NA;48;4;0
1994;4;1;NA;1;0;NA;3;5;0;NA;NA;NA;NA;1;NA;0;NA;18;24;16;1;2;0;NA;0;0;NA;2;NA;10;0;1;NA;4;NA;27;0;11;NA;0;0;NA;31;NA;NA;NA;NA;0;18;0;0;NA;0;NA;3;0;1;44;20;NA;NA;82;9;12;NA;NA;79;NA;NA;18;77;31;10;NA;0;7;0;0;293;0;3;5;3;0;NA;32;NA;7;NA;NA;1;0;0;0;NA;4;2;5;1;0;3;0;1;1;2;NA;NA;1;NA;NA;3;0;NA;NA;NA;0
1994;5;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
